num,id,content,class
8001,roger1976,https://i.imgur.com/BcAQo9c.jpg,0
8002,nicholas0406,你誰 ? 黨工就下去,0
8003,angelliao37,你對檳榔期待太高了,0
8004,iamsafin,柯屁哪有甚麼自己人,0
8005,kaku5217,票投韓國瑜 疼惜柯文哲票投民眾黨 疼惜韓國瑜,0
8006,a4302f,快退啊 柯支持韓導 所以柯粉就是韓粉,0
8007,stocktonty,我就是寧願挺韓也要反蔡 不爽不要投,0
8008,kenyeh001,為什麼他請陳菊解釋就是在幫韓？ 這邏輯我完全不懂？？ 然後又瘋狂帶風向挺韓？？ 完全黑人問號？？,0
8009,rko1470,韓粉這塊浮木，這次可以撐幾天呢？,0
8010,wowpoqwow,2號+1,0
8011,ecat,師傅票不會比省長少吧　這樣來回是三百萬差韓國瑜真得要輕鬆跨過900萬障礙了,0
8012,s1032kj,支持柯市長票投國民黨,0
8013,briareus,韓柯粉集中選票 總統票投韓國瑜 政黨票投國民黨,0
8014,nightyao,想太多，只要小英押著菊姐親自登門拜訪柯道歉，就絕對不可能合體。,0
8015,nicholas0406,連韓粉都這樣說了、柯粉還想切割,0
8016,oldmangoes,好喔,0
8017,ferrisw,韓柯合體，柯應該會很慘,0
8018,kaku5217,票投韓國瑜 疼惜柯文哲票投民眾黨 疼惜韓國瑜,0
8019,stocktonty,去年底 黃金交叉 韓不給柯蹭現在韓持續落底 又要來示好了XDD,0
8020,waijr,魯蛇趴,0
8021,allenpatrick,標題很聳動！！！,0
8022,elainakuo,統促黨可以處理嗎？,0
8023,yuxds,所以能處裡妙天和旺中嗎,0
8024,amordelcor,當然不行 XD,0
8025,envwatch,台灣要贏 下架民進黨就對了,0
8026,larusa,宗教團體的管理一直沒納進去,0
8027,larusa,重點不是對某一國宣戰  而是要阻止滲透A法官處理的個案認定是境外敵對勢力滲透引用反滲透法處理  判刑  B法官審理個案認定不屬於反滲透法規範範疇  判無罪要看司法檢調部門端甚麼菜讓法官去認定民進黨就是不想落人口實  才把主管機關推給司法機關  不然照時力版本  主管機關是國安單位  是有可能隨政黨輪替整個成為政黨打壓異己的工具,0
8028,larusa,敵對勢力不是由政府宣告的  這樣才可以防範所有國家  而不是僅僅只針對中國如果你派間諜來，發展組織企圖影響大選企圖散布不實消息  美化中國  這些都可以根據事實判定吧而不是我說你是  你就是  民進黨如果通過,0
8029,devidevi,所以可以1月1日說中國是境外敵對勢力1月2日說中國不是境外敵對勢力，這樣?還是說個案處理，每個案件中共定義不同,0
8030,devidevi,不覺得這樣很奇怪嗎???A法官認為中共不是境外敵對勢力B法官認為中共是境外敵對勢力,0
8031,devidevi,更簡單一點，民進黨說是就是不是就不是,0
8032,devidevi,不對阿，中共是不是境外敵對勢力跟有沒有涉及反滲透法是兩件事中共是境外敵對勢力，也可以不違反政府你要先定義中共是不是境外敵對勢力之後再給法官判斷也沒有違反反滲透法,0
8033,devidevi,檢調單位是依法辦理，本身沒有立場現在是交給檢調判斷中共是不是敵國,0
8034,devidevi,看完這個，我支持時代力量的法案民進黨不是無恥，而是非常無恥,0
8035,EggAcme,法本來就要一步一步完善 不然無限擴權等等下野後被其他黨拿來處理政敵,0
8036,william7713,莫非檢調單位就沒有自己的立場嗎XD,0
8037,castjane,支持通過,0
8038,southes,支持反滲透法,0
8039,andy8105,9.2更噁心  在那邊亂護航柯屁 整天只有仇恨講的好像憨導 逃離高雄 很對一樣柯屁這種發言真的78到不行嘴臉越來越難看,0
8040,andy8105,柯屁真的噁  好像韓導烙跑很合理一樣真正的雙標仔 柯屁無腦挺他的柯粉 腦袋 更有問題,0
8041,andy8105,你的邏輯才有問題柯屁的話就是在幫韓導烙跑合理話啊腦袋正常的都聽的出來,0
8042,andy8105,高雄負債高 要怎樣罵DPP 都沒差但拿合理化韓導烙跑的理由 TMD 噁心柯屁,0
8043,weight0513,不是7200在爽嗎 泛藍大結合誒,0
8044,RodrigueZ810,他自己後面接韓烙跑幫解套怪誰柯今天只嘴高雄負債不提所以韓烙跑人家哪蹭得過來 自己要給人蹭的怪誰,0
8045,Sinreigensou,就是韓國瑜自己貼過來+1,0
8046,a176893,笑死，當初韓還說有辦法還債呢債務太多所以跑去選總統，可以先把市長辭掉嗎,0
8047,acln0816,是誰先幫韓說他烙跑是因為高雄債務太高的啊？,0
8048,acln0816,柯的熱臉先湊過去 韓也開心的貼上啦柯幫韓的烙跑多找了個理由 棒棒的,0
8049,acln0816,柯有沒有說韓會烙跑是因為高雄債務太高？ 你還在那沒邏輯...,0
8050,rko1470,在爽的不是韓粉嗎XD,0
8051,greenart2016,小紅藍隊現形,0
8052,fishinwater1,看蟑螂崩潰有療癒,0
8053,bill750121,韓會選上高市長主因也是3000億 落跑合理話也是三千億,0
8054,bill750121,http://bit.ly/2LXhJqA明年 高市總預算1465 近三年都是12xx歷年最高,0
8055,bill750121,柯p對民進黨的恨大過人民福祉,0
8056,chong17,柯文哲幫韓國瑜落跑市長合理化，真他媽的垃圾柯韓！,0
8057,f1731025,所以呢 不好做搶著做 做不好想跑 還占坑著不拉屎 是哪裡的不負責任的屁孩,0
8058,f1731025,iq高 但eq呢 要聽懂弦外之音 不能用亞斯博格當盾擋 總之不會講話就少講 多做事就好,0
8059,hahn,柯P5真的是幫韓導說話嗎?笑死,0
8060,hahn,債務太高要選總統 怎麼不叫蔡母豬現在解決?,0
8061,hahn,柯P推的立委也是有紅鬼啦 發言整個有問題扯到服貿 99%柯P跟共產達成什麼協議,0
8062,hahn,這幾各月下來柯P不是當初那個人了一開始恨KMT後來dpp為了自己利益打他也恨dpp他還能靠誰?對面阿 美國很早看清他,0
8063,hahn,他媽的都是dpp的鍋讓韓導做好北農就沒事讓柯P好好做完北市也沒事 搞出一堆靠共份子,0
8064,KZS,高雄負債兩三千億就他媽是事實韓國瑜自己蹭過來，然後怪柯？ 邏輯？,0
8065,pita30,選前:因為負債太多所以請大家選我選後:因為負債太多所以我辦不到,0
8066,webonomics,白粉護航護起來,0
8067,cg7123456,柯韓本來就一家親，沒有誰貼誰,0
8068,s1032kj,支持柯市長票投國民黨集中選票,0
8069,victoryman,推,0
8070,didder,菸粉標籤開貼  怕.jpg,0
